URL,İlan No,İlan Tarihi,İlçe,İl,Fiyat,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Takasa Uygun,Kimden
"https://www.arabam.com/ilan/sahibinden-satilik-renault-r-11-flash/sahibinden-renault-r-11-flash-1992-model/35303286","35303286",30 Kasım 2025,"Çiğli","İzmir","140.000 TL","Renault","R 11","Flash","1992","311.000 km","Düz","LPG & Benzin","Hatchback/5","Beyaz","1721 cc","74 hp","Önden Çekiş","İkinci El",,"47 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-ford-fiesta-1-4-tdci-trend/sahibinden-ford-fiesta-1-4-tdci-trend-2011-model/35303659","35303659",30 Kasım 2025,"Torbalı","İzmir","435.000 TL","Ford","Fiesta","1.4 TDCi Trend","2011","287.000 km","Düz","Dizel","Hatchback/5","Beyaz","1398 cc","70 hp","Önden Çekiş","İkinci El","4,2 lt","45 lt","Takasa Uygun","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-peugeot-301-1-6-hdi-access/sahibinden-peugeot-301-1-6-hdi-access-2017-model-260-000-km-beyaz/35303160","35303160",30 Kasım 2025,"Çiğli","İzmir","590.000 TL","Peugeot","301","1.6 HDi Access","2017","260.000 km","Düz","Dizel","Sedan","Beyaz","1560 cc","93 hp","Önden Çekiş","İkinci El","4,3 lt","50 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-peugeot-301-1-6-hdi-active/sahibinden-peugeot-301-1-6-hdi-active-2016-model-izmir-127-600-km-beyaz/35302925","35302925",30 Kasım 2025,"Buca","İzmir","730.500 TL","Peugeot","301","1.6 HDi Active","2016","129.250 km","Düz","Dizel","Sedan","Beyaz","1560 cc","93 hp","Önden Çekiş","İkinci El","4,3 lt","50 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-ford-focus-1-5-tdci-trend-x/sahibinden-ford-focus-1-5-tdci-trend-x-2016-model/35302718","35302718",30 Kasım 2025,"Urla","İzmir","970.000 TL","Ford","Focus","1.5 TDCi Trend X","2016","250.000 km","Yarı Otomatik","Dizel","Sedan","Beyaz","1499 cc","120 hp","Önden Çekiş","İkinci El","4,2 lt","55 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-highline-2017-model/35302385","35302385",30 Kasım 2025,"Bornova","İzmir","1.550.000 TL","Volkswagen","Passat","1.6 TDi BlueMotion Highline","2017","212.000 km","Düz","Dizel","Sedan","Beyaz","1598 cc","120 hp","Önden Çekiş","İkinci El","4 lt","66 lt","Takasa Uygun Değil","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-ford-fiesta-1-4-tdci-comfort/sahibinden-ford-fiesta-1-4-tdci-comfort-2007-model-224-000-km-fume/35081143","35081143",30 Kasım 2025,"Konak","İzmir","385.000 TL","Ford","Fiesta","1.4 TDCi Comfort","2007","225.000 km","Düz","Dizel","Hatchback/5","Füme","1399 cc","68 hp","Önden Çekiş","İkinci El","4,3 lt","45 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-renault-megane-1-6-rte/sahibinden-renault-megane-1-6-rte-1999-model/35301721","35301721",30 Kasım 2025,"Bornova","İzmir","405.000 TL","Renault","Megane","1.6 RTE","1999","174.000 km","Düz","LPG & Benzin","Station wagon","Lacivert","1598 cc","107 hp","Önden Çekiş","İkinci El","7,2 lt","60 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-toyota-corolla-1-4-d-4d-touch/sahibinden-toyota-corolla-1-4-d-4d-touch-2015-model/35297876","35297876",30 Kasım 2025,"Bergama","İzmir","780.000 TL","Toyota","Corolla","1.4 D-4D Touch","2015","297.000 km","Yarı Otomatik","Dizel","Sedan","Beyaz","1364 cc","90 hp","Önden Çekiş","İkinci El","4,1 lt","55 lt","Takasa Uygun","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-fiat-uno-70-s/9-yillik-sahibinden-fiat-uno-70-s-1998-model-vizesi-2027-192-514-km-yesil-metalik-detay-isteyen/35300238","35300238",30 Kasım 2025,"Karşıyaka","İzmir","250.000 TL","Fiat","Uno","70 S","1998","197.514 km","Düz","LPG & Benzin","Hatchback/5","Yeşil (metalik)","1372 cc","71 hp","Önden Çekiş","İkinci El",,"42 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2014-model/35288249","35288249",30 Kasım 2025,"Menderes","İzmir","1.275.000 TL","Volkswagen","Passat","1.6 TDi BlueMotion Comfortline","2014","188.000 km","Yarı Otomatik","Dizel","Sedan","Beyaz","1598 cc","105 hp","Önden Çekiş","İkinci El","4,7 lt","70 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-fiat-punto-grande-1-3-multijet/sahibinden-fiat-punto-grande-1-3-multijet-2011-model/35300134","35300134",30 Kasım 2025,"Buca","İzmir","280.000 TL","Fiat","Punto","Grande 1.3 Multijet 1.3 Multijet","2011","330.000 km","Düz","Dizel","Hatchback/3","Gri","1248 cc","75 hp","Önden Çekiş","İkinci El","4,7 lt","45 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-fiat-panda-1-2-active/sahibinden-fiat-panda-1-2-active-2011-model/35299771","35299771",30 Kasım 2025,"Torbalı","İzmir","365.000 TL","Fiat","Panda","1.2 Active","2011","135.000 km","Düz","Benzin","Hatchback/5","Kırmızı","1242 cc","69 hp","Önden Çekiş","İkinci El","4,9 lt","35 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-volvo-s60-1-6-d-premium/sahibinden-volvo-s60-1-6-d-premium-2015-model/35298929","35298929",30 Kasım 2025,"Foça","İzmir","1.310.000 TL","Volvo","S60","1.6 D Premium","2015","163.000 km","Yarı Otomatik","Dizel","Sedan","Siyah","1560 cc","115 hp","Önden Çekiş","İkinci El","4,1 lt","67 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-tata-indica-1-4-tdi-comfort/sahibinden-tata-indica-1-4-tdi-comfort-2005-model/35298806","35298806",30 Kasım 2025,"Konak","İzmir","180.000 TL","Tata","Indica","1.4 TDI Comfort","2005","232.000 km","Düz","Dizel","Hatchback/5","Gri","1405 cc","70 hp","Önden Çekiş","İkinci El","8 lt","37 lt","Takasa Uygun","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-renault-grand-scenic-1-5-dci-privilege/sahibinden-acil-satilik-grand-scenic/35295313","35295313",30 Kasım 2025,"Torbalı","İzmir","599.000 TL","Renault","Grand Scenic","1.5 dCi Privilege","2011","310.500 km","Düz","Dizel","MPV","Beyaz","1461 cc","105 hp","Önden Çekiş","İkinci El","5,1 lt","60 lt","Takasa Uygun Değil","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-renault-megane-1-3-tce-icon/sahibinden-renault-megane-1-3-tce-icon-2024-model/35298149","35298149",30 Kasım 2025,"Aliağa","İzmir","1.685.000 TL","Renault","Megane","1.3 TCe Icon","2024","13.000 km","Yarı Otomatik","Benzin","Sedan","Gri (metalik)","1332 cc","140 hp","Önden Çekiş","İkinci El","5,3 lt","50 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tdi-trendline/sahibinden-volkswagen-polo-1-2-tdi-trendline-2013-model/35297337","35297337",30 Kasım 2025,"Buca","İzmir","598.000 TL","Volkswagen","Polo","1.2 TDi Trendline","2013","137.500 km","Düz","Dizel","Hatchback/5","Beyaz","1199 cc","75 hp","Önden Çekiş","İkinci El","3,8 lt","45 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-gl/sahibinden-opel-astra-1-6-gl-1998-model-izmir/35297912","35297912",30 Kasım 2025,"Torbalı","İzmir","325.000 TL","Opel","Astra","1.6 GL","1998","340.000 km","Düz","LPG & Benzin","Hatchback/5","Gri (metalik)","1598 cc","100 hp","Önden Çekiş","İkinci El","7,4 lt","52 lt","Takasa Uygun","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-tofas-dogan-slx/sahibinden-tofas-dogan-slx-1993-model/35266979","35266979",30 Kasım 2025,"Bergama","İzmir","130.000 TL","Tofaş","Doğan","SLX","1993","200.000 km","Düz","LPG & Benzin","Sedan","Füme","1581 cc","83 hp","Arkadan İtiş","İkinci El",,"50 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2015-model/35297187","35297187",30 Kasım 2025,"Buca","İzmir","965.000 TL","Hyundai","Accent Blue","1.6 CRDI Mode Plus","2015","125.500 km","Yarı Otomatik","Dizel","Sedan","Gri","1582 cc","136 hp","Önden Çekiş","İkinci El","4,6 lt","43 lt","Takasa Uygun","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-renault-clio-1-5-dci-icon/sahibinden-renault-clio-1-5-dci-icon-2016-model/35296763","35296763",30 Kasım 2025,"Konak","İzmir","1.200.000 TL","Renault","Clio","1.5 dCi Icon","2016","80.000 km","Yarı Otomatik","Dizel","Hatchback/5","Beyaz","1461 cc","90 hp","Önden Çekiş","İkinci El","3,7 lt","45 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-kia-cerato-1-6-lx-basic/sahibinden-kia-cerato-1-6-lx-basic-2008-model/35295626","35295626",30 Kasım 2025,"Buca","İzmir","350.000 TL","Kia","Cerato","1.6 LX Basic","2008","350.000 km","Düz","Dizel","Sedan","Siyah",,,,"İkinci El",,,,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-volvo-v60-cross-country-2-0/sahibinden-volvo-v60-b4-197-bg-hibrit-cross-country-2-0-2020-model/35293724","35293724",30 Kasım 2025,"Güzelbahçe","İzmir","2.900.000 TL","Volvo","V60 Cross Country","2.0","2020","103.000 km","Otomatik","Dizel","Station wagon","Füme","1801 - 2000 cm3","176 - 200 HP","4WD (Sürekli)","İkinci El",,,"Takasa Uygun","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-3-cdti-enjoy-plus/sahibinden-opel-astra-1-3-cdti-enjoy-plus-2012-model/35294812","35294812",30 Kasım 2025,"Bergama","İzmir","500.000 TL","Opel","Astra","1.3 CDTI Enjoy Plus","2012","310.000 km","Düz","Dizel","Hatchback/5","Füme","1248 cc","95 hp","Önden Çekiş","İkinci El","4,1 lt","56 lt","Takasa Uygun","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-renault-r-9-1-4-broadway/sahibinden-renault-r-9-1-4-broadway-1992-model/35286799","35286799",30 Kasım 2025,"Çiğli","İzmir","185.000 TL","Renault","R 9","1.4 Broadway","1992","260.000 km","Otomatik","LPG & Benzin","Sedan","Beyaz","1398 cc","83 hp","Önden Çekiş","İkinci El",,"47 lt","Takasa Uygun","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-fiat-linea-1-3-multijet-active-plus/sahibinden-fiat-linea-1-3-multijet-active-plus-2012-model/35294201","35294201",30 Kasım 2025,"Bornova","İzmir","379.000 TL","Fiat","Linea","1.3 Multijet Active Plus","2012","296.000 km","Düz","Dizel","Sedan","Gri","1248 cc","95 hp","Önden Çekiş","İkinci El","4,9 lt","45 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-4-essentia/sahibinden-opel-corsa-1-4-essentia-2016-model/35294607","35294607",30 Kasım 2025,"Karşıyaka","İzmir","922.500 TL","Opel","Corsa","1.4 Essentia","2016","80.000 km","Otomatik","Benzin","Hatchback/5","Siyah","1398 cc","90 hp","Önden Çekiş","İkinci El","6 lt","45 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-fiat-linea-1-3-multijet-pop/sahibinden-fiat-linea-1-3-multijet-pop-2015-model-207-000-km-beyaz/35293861","35293861",30 Kasım 2025,"Kemalpaşa","İzmir","470.000 TL","Fiat","Linea","1.3 Multijet Pop","2015","207.000 km","Düz","Dizel","Sedan","Beyaz","1248 cc","95 hp","Önden Çekiş","İkinci El","4,9 lt","45 lt",,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-9-tdi-comfortline/sahibinden-volkswagen-golf-1-9-tdi-comfortline-1999-model-izmir/35294019","35294019",30 Kasım 2025,"Menemen","İzmir","279.500 TL","Volkswagen","Golf","1.9 TDi Comfortline","1999","447.000 km","Otomatik","Dizel","Hatchback/5","Beyaz","1896 cc","110 hp","Önden Çekiş","İkinci El","6,3 lt","55 lt",,"Sahibinden"
"https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-5-tsi-elegance/gozel-otodan-2021-wolkswagen-passat-sunroof-ici-bej-ozel-plaka/34757166","34757166",30 Kasım 2025,"Konak","İzmir","2.080.000 TL","Volkswagen","Passat","1.5 TSi Elegance","2021","81.000 km","Yarı Otomatik","Benzin","Sedan","Füme","1498 cc","150 hp","Önden Çekiş","İkinci El","5,3 lt","66 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-match/2017-micra-1-2-benzinli-otomatik-vites-151-000-km-de-geri-gorus/34752875","34752875",30 Kasım 2025,"Buca","İzmir","755.000 TL","Nissan","Micra","1.2 Match","2017","151.000 km","Otomatik","Benzin","Hatchback/5","Kırmızı","1198 cc","80 hp","Önden Çekiş","İkinci El","5,4 lt","41 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-5-t4-easy/hatasiz-tiramersiz-dusuk-km-1-5-turbo-benzin-elektirik/34751800","34751800",30 Kasım 2025,"Menemen","İzmir","1.110.000 TL","Fiat","Egea","1.5 T4 Easy","2022","40.000 km","Otomatik","Hibrit","Sedan","Beyaz","1469 cc","130 hp","Önden Çekiş","İkinci El","5 lt","50 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-ford-focus-1-6-tdci-style/2012-model-116-bin-km-de-ford-focus-1-6-tdci/34751676","34751676",30 Kasım 2025,"Ödemiş","İzmir","885.000 TL","Ford","Focus","1.6 TDCi Style","2012","116.000 km","Düz","Dizel","Sedan","Kahverengi","1560 cc","115 hp","Önden Çekiş","İkinci El","4,2 lt","53 lt","Takasa Uygun Değil","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/citroen-c-elysee-2022/34750694","34750694",30 Kasım 2025,"Gaziemir","İzmir","780.000 TL","Citroen","C-Elysee","1.5 BlueHDi Feel","2022","94.732 km","Düz","Dizel","Sedan","Beyaz","1499 cc","100 hp","Önden Çekiş","İkinci El","3,9 lt","50 lt","Takasa Uygun Değil","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-6-multijet-easy/gurel-oto-0-75-faiz-2022-egea-1-6-mjet-easy-dct-130bg-95-865-km/34728958","34728958",30 Kasım 2025,"Gaziemir","İzmir","1.079.900 TL","Fiat","Egea","1.6 Multijet Easy","2022","95.865 km","Yarı Otomatik","Dizel","Sedan","Beyaz","1598 cc","120 hp","Önden Çekiş","İkinci El","3,9 lt","45 lt","Takasa Uygun Değil","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-hyundai-i20-1-2-d-cvvt-sense/2013-hyundai-i20-1-2-sense-yukselis-hyundai-plaza/34600764","34600764",30 Kasım 2025,"Bayraklı","İzmir","639.000 TL","Hyundai","i20","1.2 D-CVVT Sense","2013","214.000 km","Düz","Benzin","Hatchback/5","Beyaz","1248 cc","85 hp","Önden Çekiş","İkinci El","4,9 lt","45 lt","Takasa Uygun Değil","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-4-fire-lounge/hatasiz-boyasiz-lounge-dusuk-kilometre-servis-bakimli-garantili/34447779","34447779",30 Kasım 2025,"Bayraklı","İzmir","1.090.000 TL","Fiat","Egea","1.4 Fire Lounge","2023","29.000 km","Düz","Benzin","Sedan","Mavi","1368 cc","95 hp","Önden Çekiş","İkinci El","6,4 lt","45 lt","Takasa Uygun Değil","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-renault-clio-1-0-tce-evolution/2024-clio-1-0-tce-evolution-otomatik-orjinal/34446824","34446824",30 Kasım 2025,"Gaziemir","İzmir","1.259.900 TL","Renault","Clio","1.0 TCe Evolution","2024","52.000 km","Otomatik","Benzin","Hatchback/5","Kırmızı","999 cc","90 hp","Önden Çekiş","İkinci El","6 lt","42 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-2-vti-comfort/220bin-pesinat-ile-citroen-c-elysee-sedan-1-2-vti-comfort/34433237","34433237",30 Kasım 2025,"Gaziemir","İzmir","499.900 TL","Citroen","C-Elysee","1.2 VTi Comfort","2013","120.645 km","Düz","Benzin","Sedan","Gri (Gümüş)","1199 cc","73 hp","Önden Çekiş","İkinci El","5,3 lt","50 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/galeriden-toyota-corolla-1-8-hybrid-dream-2023-model-izmir/34427062","34427062",30 Kasım 2025,"Konak","İzmir","1.675.000 TL","Toyota","Corolla","1.8 Hybrid Dream","2023","33.250 km","Otomatik","Hibrit","Sedan","Gri","1798 cc","98 hp","Önden Çekiş","İkinci El","4,7 lt","43 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-7-serisi-730d-long-exclusive/galeriden-bmw-7-serisi-730d-long-exclusive-2011-model-izmir/34426965","34426965",30 Kasım 2025,"Konak","İzmir","1.800.000 TL","BMW","7 Serisi","730d Long Exclusive","2011","239.000 km","Otomatik","Dizel","Sedan","Beyaz","2993 cc","245 hp","Arkadan İtiş","İkinci El","7,2 lt","80 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-e-250-cdi-amg/galeriden-mercedes-benz-e-250-cdi-amg-2013-model-izmir/34194983","34194983",30 Kasım 2025,"Gaziemir","İzmir","2.225.000 TL","Mercedes - Benz","E","250 CDI AMG","2013","233.000 km","Otomatik","Dizel","Sedan","Beyaz","2143 cc","204 hp","4WD (Sürekli)","İkinci El","5,7 lt","59 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/sahibinden-satilik-mercedes-benz-e-200/sahibinden-mercedes-benz-e-200-1994-model/30623429","30623429",30 Kasım 2025,"Buca","İzmir","550.000 TL","Mercedes - Benz","E","200","1994","393.000 km","Otomatik","LPG & Benzin","Sedan","Mor",,,,"İkinci El",,,,"Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-toyota-yaris-1-3-sol/bayan-sahibinden-toyota-yaris-1-3-sol-2009-model/35307434","35307434",30 Kasım 2025,"Kemalpaşa","İzmir","665.000 TL","Toyota","Yaris","1.3 Sol","2009","225.500 km","Yarı Otomatik","Benzin","Hatchback/5","Gri (metalik)","1296 cc","87 hp","Önden Çekiş","İkinci El","5,8 lt","42 lt","-","Sahibinden"
"https://www.arabam.com/ilan/sahibinden-satilik-dacia-logan-1-5-dci-ambiance/sahibinden-dacia-logan-1-5-dci-ambiance-2009-model-izmir/29950612","29950612",30 Kasım 2025,"Bornova","İzmir","470.000 TL","Dacia","Logan","1.5 dCi Ambiance","2009","195.350 km","Düz","Dizel","Sedan","Beyaz","1461 cc","70 hp","Önden Çekiş","İkinci El","5,1 lt","50 lt",,"Sahibinden"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-edition-m-sport/voga-auto-laser-19-jant-shadow-tam-otonom-vakum-keyles-garantili/35343545","35343545",30 Kasım 2025,"Gaziemir","İzmir","4.765.000 TL","BMW","5 Serisi","520i Edition M Sport","2023","17.000 km","Otomatik","Benzin","Sedan","Füme","1597 cc","170 hp","Arkadan İtiş","İkinci El","7,1 lt","68 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-4-hdi-envy/2004-masrafsiz-sanrooflu-mavi-307-1-4hdi/35314410","35314410",30 Kasım 2025,"Buca","İzmir","235.000 TL","Peugeot","307","1.4 HDi Envy","2004","316.000 km","Düz","Dizel","Hatchback/5","Mavi","1398 cc","69 hp","Önden Çekiş","İkinci El","4,5 lt","60 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-toyota-auris-1-4-d-4d-elegant/boyasiz-en-full-modeli-kredi-kartina-12-takist/34788971","34788971",30 Kasım 2025,"Buca","İzmir","399.000 TL","Toyota","Auris","1.4 D-4D Elegant","2007","309.000 km","Düz","Dizel","Hatchback/5","Siyah","1364 cc","90 hp","Önden Çekiş","İkinci El","5 lt","55 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-trendline/2015-volkswagen-passat-1-4tsi-trendlinekredi-imkani/34788952","34788952",30 Kasım 2025,"Torbalı","İzmir","1.060.000 TL","Volkswagen","Passat","1.4 TSi BlueMotion Trendline","2015","173.000 km","Düz","Benzin","Sedan","Beyaz","1201 - 1400 cm3","101 - 125 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun Değil","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-4-tsi-highline/otomatik-cam-tavanli-golf-full-paket/34788855","34788855",30 Kasım 2025,"Gaziemir","İzmir","1.250.000 TL","Volkswagen","Golf","1.4 TSi Highline","2016","184.000 km","Otomatik","Benzin","Hatchback/5","Beyaz","1201 - 1400 cm3","101 - 125 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-toyota-corolla-1-8-hybrid-dream/marca-2023-toyota-corolla-1-8-hybrid-dream/34788719","34788719",30 Kasım 2025,"Gaziemir","İzmir","1.489.000 TL","Toyota","Corolla","1.8 Hybrid Dream","2023","85.100 km","Otomatik","Hibrit","Sedan","Gri","1601 - 1800 cm3","126 - 150 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-renault-megane-1-6-touch/vay-motors-2012-megane-1-6-touch-tamamina-kredi/34788163","34788163",30 Kasım 2025,"Konak","İzmir","655.000 TL","Renault","Megane","1.6 Touch","2012","223.000 km","Düz","LPG & Benzin","Hatchback/5","Gri","1598 cc","110 hp","Önden Çekiş","İkinci El","7,1 lt","60 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-opel-corsa-1-4-twinport-enjoy/opel-corsa-1-4-twinport-125-000-km-de-tam-otomatik-vites-temiz/34787792","34787792",30 Kasım 2025,"Buca","İzmir","735.000 TL","Opel","Corsa","1.4 Twinport Enjoy","2013","125.000 km","Otomatik","Benzin","Hatchback/5","Siyah","1201 - 1400 cm3","76 - 100 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-opel-corsa-1-2-twinport-essentia/2013-otomatik-opel-corsa-156-000-km/34787578","34787578",30 Kasım 2025,"Gaziemir","İzmir","685.000 TL","Opel","Corsa","1.2 Twinport Essentia","2013","156.000 km","Otomatik","Benzin","Hatchback/5","Gri","1201 - 1400 cm3","76 - 100 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-mercedes-benz-c-200-d-amg/begoglu-otomotiv-2016-mercedes-c200d-amg-cam-tavan-205-bin-km/34787485","34787485",30 Kasım 2025,"Buca","İzmir","1.750.000 TL","Mercedes - Benz","C","C 200 D AMG","2016","205.000 km","Otomatik","Dizel","Sedan","Beyaz","1598 cc","136 hp","Arkadan İtiş","İkinci El","4,2 lt","41 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-renault-clio-1-3-tce-icon/76-000-kmde-clio-icon-1-2-turbo-otomatik-36ay-senet-k-karti/34787395","34787395",30 Kasım 2025,"Bornova","İzmir","795.000 TL","Renault","Clio","1.3 TCe Icon","2013","76.000 km","Otomatik","Benzin","Hatchback/5","Siyah","1200 cm3' e kadar","101 - 125 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-ford-fusion-1-6-tdci-lux/2007-ford-fusion-1-6tdci-lux/34786719","34786719",30 Kasım 2025,"Ödemiş","İzmir","585.000 TL","Ford","Fusion","1.6 TDCi Lux","2007","171.000 km","Düz","Dizel","Hatchback/5","Siyah","1560 cc","90 hp","Önden Çekiş","İkinci El","4,5 lt","45 lt","Takasa Uygun Değil","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-ford-focus-1-6-tdci-ghia/2005-focus-dizel-takas-olur/34786655","34786655",30 Kasım 2025,"Bayraklı","İzmir","315.000 TL","Ford","Focus","1.6 TDCi Ghia","2005","263.000 km","Düz","Dizel","Sedan","Gri","1401 - 1600 cm3","101 - 125 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2013-model-sandero-kirmizi-renk-madrafsiz-ve-bakimli/34786380","34786380",30 Kasım 2025,"Tire","İzmir","710.000 TL","Dacia","Sandero","1.5 dCi Stepway","2013","195.000 km","Düz","Dizel","Hatchback/5","Kırmızı","1401 - 1600 cm3","76 - 100 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-fiat-idea-1-3-multijet-dynamic/cemal-tabak-fiat-idea-1-3multijet-klimali-masrafsiz-dusuk-km/34786301","34786301",30 Kasım 2025,"Urla","İzmir","325.000 TL","Fiat","Idea","1.3 Multijet Dynamic","2006","248.000 km","Düz","Dizel","MPV","Füme","1201 - 1400 cm3","51 - 75 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun Değil","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-vti-confort/boyasiz-degisensiz-citroen-c4-1-6-vti-122-hp-com/34786268","34786268",30 Kasım 2025,"Gaziemir","İzmir","640.000 TL","Citroen","C4","1.6 VTI Confort","2012","197.000 km","Düz","Benzin","Hatchback/5","Beyaz","1598 cc","122 hp","Önden Çekiş","İkinci El","6,2 lt","60 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-hdi-live/mertel-den-2017-c-elysee-1-6-hdi-live-12-ay-0-59-kredi-ile/34786236","34786236",30 Kasım 2025,"Gaziemir","İzmir","685.000 TL","Citroen","C-Elysee","1.6 HDi Live","2017","150.000 km","Düz","Dizel","Sedan","Beyaz","1560 cc","93 hp","Önden Çekiş","İkinci El","4,3 lt","48 lt","Takasa Uygun","Galeriden"
"https://www.arabam.com/ilan/galeriden-satilik-audi-a3-sedan-35-tfsi-advanced/mechanicar-auto-dan-audi-a3-35tfsi-advanced-hibrit-hatasiz/34785670","34785670",30 Kasım 2025,"Gaziemir","İzmir","1.980.000 TL","Audi","A3","A3 Sedan 35 TFSI Advanced","2021","120.000 km","Otomatik","Benzin","Sedan","Siyah","1401 - 1600 cm3","126 - 150 HP","Önden Çekiş","İkinci El",,,"Takasa Uygun","Galeriden"
